CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
711909933,1621.0,618,1003.0,0.846,4815,83,1.024,0.381,0.00012505,0.99987
709253433,10946.0,1912,9034.0,0.362,2448,58,0.45,0.175,5.663e-05,0.99994
719797758,3422.0,2517,905.0,0.914,4922,84,0.68,0.736,3.0307e-05,0.99997
789420933,3108.0,778,2330.0,0.645,4130,87,0.706,0.25,9.5249e-05,0.9999
709850508,3202.0,0,3202.0,1.012,2917,37,0.682,0.0,0.99823,0.00176584
715335558,1855.0,907,948.0,0.816,4191,81,0.7609999999999999,0.489,5.8465e-05,0.99994
711516783,2155.0,1119,1036.0,0.815,5441,91,0.7170000000000001,0.519,3.5816e-05,0.99996
798917883,4150.0,2517,1633.0,0.619,4620,76,1.171,0.607,0.0001834,0.99982
721525758,2226.0,1229,997.0,0.784,4928,77,0.638,0.552,0.00017004,0.99983
716249508,1610.0,0,1610.0,0.424,4243,85,0.848,0.0,6.889e-05,0.99993
716953083,2046.0,1260,786.0,0.768,4228,81,0.884,0.616,0.00011382,0.99989
712448658,1795.0,0,1795.0,0.718,2281,55,0.618,0.0,0.99395,0.00605
711766758,1531.0,987,544.0,0.831,4373,67,0.8109999999999999,0.645,7.9128e-05,0.99992
709432833,1472.0,1196,276.0,1.24,4859,73,0.973,0.812,0.00019751,0.9998
719964933,1438.3,0,1438.3,0.6829999999999999,4550,78,0.857,0.0,0.00011751,0.99988
719857008,2886.0,2198,688.0,0.828,4531,81,0.723,0.762,0.00010182,0.9999
758340108,10024.0,913,9111.0,0.568,3906,78,0.5920000000000001,0.091,0.00016253,0.99984
708276183,1760.0,0,1760.0,0.046,1554,35,0.029,0.0,0.99379,0.00621
716481408,1461.0,0,1461.0,0.6809999999999999,4769,76,0.949,0.0,3.3214000000000004e-05,0.99997
720590058,8840.0,1794,7046.0,0.848,2839,47,0.8079999999999999,0.203,0.99649,0.00350838
789347133,4468.0,2395,2073.0,0.706,4690,79,0.7559999999999999,0.536,3.9082e-05,0.99996
719112258,2516.0,1360,1156.0,1.193,4692,79,0.6809999999999999,0.541,0.00030845,0.99969
717748608,1555.0,872,683.0,0.772,2252,51,0.645,0.561,0.99701,0.00299357
710740008,1438.3,641,797.3,0.66,5140,82,0.519,0.446,3.1176e-05,0.99997
716694108,5195.0,468,4727.0,0.5670000000000001,2682,48,0.231,0.09,0.99694,0.00305523
719372583,17268.0,1197,16071.0,0.637,4077,90,0.698,0.069,7.1226e-05,0.99993
719981508,1649.0,0,1649.0,0.8640000000000001,2574,51,0.7,0.0,0.99495,0.00505
751350558,1609.0,0,1609.0,0.669,4770,85,0.7,0.0,0.00010386,0.9999
715123983,3342.0,2517,825.0,0.977,5848,81,0.8,0.753,0.00010387,0.9999
709250508,6973.0,2517,4456.0,0.7809999999999999,4877,88,0.6920000000000001,0.361,5.3155e-05,0.99995
716754783,17228.0,1331,15897.0,0.519,2229,44,0.375,0.077,0.9949,0.0051
719025333,1898.0,0,1898.0,0.838,3513,59,0.6859999999999999,0.0,4.9404e-05,0.99995
718566858,1438.3,0,1438.3,0.757,5005,79,0.795,0.0,0.00011066,0.99989
710675508,2321.0,1190,1131.0,0.736,5149,98,0.6609999999999999,0.513,0.00010944,0.99989
818729208,8185.0,941,7244.0,0.8740000000000001,4525,77,0.604,0.115,0.0003139,0.99969
709068183,3096.0,0,3096.0,0.684,4709,87,0.7759999999999999,0.0,0.00030845,0.99969
715358283,2129.0,1139,990.0,1.025,4509,73,0.825,0.535,0.00018494,0.99982
710966433,2615.0,1404,1211.0,0.503,3785,67,1.161,0.537,0.00012144,0.99988
708575058,3157.0,965,2192.0,0.928,3300,58,0.568,0.306,0.99482,0.00518
713929533,1707.0,0,1707.0,0.319,2060,52,0.529,0.0,0.99137,0.00863
714087258,1838.0,0,1838.0,0.65,5156,72,0.895,0.0,0.0001736,0.99983
756383283,5523.0,2517,3006.0,0.72,4170,80,0.7390000000000001,0.456,9.3457e-05,0.99991
720766908,3021.0,0,3021.0,0.6940000000000001,2814,37,0.321,0.0,0.99153,0.00847
718133733,7317.0,1540,5777.0,0.616,4100,76,0.81,0.21,4.0988e-05,0.99996
720823458,5218.0,1907,3311.0,0.797,4658,85,0.889,0.365,0.00015608,0.99984
720027258,1438.3,0,1438.3,1.052,4978,73,0.921,0.0,9.0056e-05,0.99991
807604233,11114.0,2482,8632.0,1.08,5044,81,0.688,0.223,0.0003139,0.99969
801786483,10648.0,2517,8131.0,0.708,4930,89,0.978,0.236,0.0001597,0.99984
789138258,2976.0,2372,604.0,0.772,4799,83,0.7290000000000001,0.797,0.00018145,0.99982
805524708,6629.0,2517,4112.0,0.932,2599,50,0.562,0.38,0.99095,0.00905
779642733,2812.0,2238,574.0,0.713,4823,77,0.833,0.7959999999999999,3.7691e-05,0.99996
771735933,10761.0,1722,9039.0,0.7,4731,82,0.7829999999999999,0.16,3.2288e-05,0.99997
789917208,1968.0,1781,187.0,0.972,5087,69,0.725,0.905,0.00030842,0.99969
779608083,3897.0,1247,2650.0,0.6890000000000001,3681,62,0.632,0.32,0.00016471,0.99984
711287733,4721.0,1289,3432.0,0.6559999999999999,3856,74,0.762,0.273,7.9128e-05,0.99992
774675933,34516.0,2052,32464.0,0.477,3510,62,0.476,0.059,8.444399999999999e-05,0.99992
716741508,2831.0,1167,1664.0,0.7440000000000001,4460,65,0.857,0.412,9.3448e-05,0.99991
721106133,2312.0,1789,523.0,0.867,5104,82,0.7829999999999999,0.774,0.00013987,0.99986
716698608,8924.0,0,8924.0,0.46,4441,87,0.6729999999999999,0.0,3.6508e-05,0.99996
716299608,1508.0,0,1508.0,0.458,1990,31,0.192,0.0,0.99544,0.00455805
718116933,1438.3,630,808.3,0.667,4704,79,0.7559999999999999,0.438,0.00011256,0.99989
720513333,21350.0,1724,19626.0,0.512,4878,78,0.444,0.081,9.3448e-05,0.99991
802460433,1438.3,0,1438.3,0.733,2607,37,0.609,0.0,0.99509,0.00490915
720482583,10431.0,2163,8268.0,0.64,4598,69,0.865,0.207,9.8992e-05,0.9999
719584608,1438.3,0,1438.3,0.657,4215,79,0.927,0.0,3.3863000000000004e-05,0.99997
709477233,2346.0,1621,725.0,0.613,4287,79,0.7170000000000001,0.691,6.6728e-05,0.99993
719512983,1438.3,0,1438.3,0.8540000000000001,2295,51,0.545,0.0,0.99939,0.00060765
714923583,2369.0,0,2369.0,0.51,1924,48,0.5479999999999999,0.0,0.99447,0.005529999999999999
779397183,3659.0,0,3659.0,0.797,4068,61,0.6940000000000001,0.0,3.3214000000000004e-05,0.99997
714671658,2153.0,1392,761.0,0.787,4268,85,0.667,0.647,0.00020741,0.99979
779218233,9430.0,0,9430.0,0.68,4115,75,0.923,0.0,0.00036747,0.99963
713456583,34516.0,1495,33021.0,0.52,3247,70,0.7070000000000001,0.043,9.9979e-05,0.9999
790221633,3897.0,2296,1601.0,0.746,4627,77,0.7909999999999999,0.589,0.00031726,0.99968
721299483,11671.0,1304,10367.0,0.491,4168,71,0.868,0.112,3.4465e-05,0.99997
711701958,11367.0,1999,9368.0,0.6609999999999999,4175,63,0.537,0.17600000000000002,0.00031211,0.99969
783573408,2575.0,2136,439.0,0.722,5267,83,0.8859999999999999,0.83,5.6158e-05,0.99994
709641933,3433.0,1869,1564.0,0.838,4504,84,0.787,0.544,5.7151e-05,0.99994
718755483,7317.0,959,6358.0,0.653,5082,86,0.6859999999999999,0.131,6.6728e-05,0.99993
720914358,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302,0.00019864,0.9998
714811533,1715.0,0,1715.0,0.8959999999999999,5910,91,0.517,0.0,0.00011065,0.99989
719898108,3667.0,809,2858.0,0.778,5322,79,0.975,0.221,0.00043772,0.99956
720719883,1874.0,0,1874.0,0.8059999999999999,2535,55,0.618,0.0,0.99649,0.00350838
780338733,1438.3,491,947.3,0.73,5102,83,0.6940000000000001,0.341,5.5077e-05,0.99994
709810458,1579.0,768,811.0,0.888,4241,72,0.946,0.486,3.9603e-05,0.99996
821356083,1626.0,0,1626.0,0.664,4830,87,0.642,0.0,9.8837e-05,0.9999
793428408,1596.0,1185,411.0,0.687,5235,76,1.0,0.742,7.3235e-05,0.99993
746453583,2604.0,1395,1209.0,0.528,4498,85,0.7,0.536,0.00011743,0.99988
771799008,3359.0,1405,1954.0,0.684,4871,79,0.975,0.418,0.00010182,0.9999
719075883,2363.0,2033,330.0,0.498,3904,66,0.61,0.86,0.00030516,0.99969
714986583,4978.0,923,4055.0,0.883,5025,62,0.879,0.185,0.00012274,0.99988
753233733,2155.0,1290,865.0,0.718,3781,61,0.906,0.599,0.00028395,0.99972
806914158,4047.0,0,4047.0,0.648,2134,34,0.478,0.0,0.99129,0.008709999999999999
812671758,4345.0,2176,2169.0,0.752,2458,44,0.467,0.501,0.99802,0.00197641
789191358,1854.0,794,1060.0,0.614,4035,80,0.7390000000000001,0.428,0.00018864,0.99981
772111083,5384.0,1396,3988.0,0.7559999999999999,4338,75,0.8290000000000001,0.259,0.00016413,0.99984
714961383,1438.3,965,473.3,0.544,4182,81,0.723,0.6709999999999999,0.00032275,0.99968
817288458,5141.0,1737,3404.0,0.985,5859,82,0.7829999999999999,0.338,0.00019143,0.99981
719163108,3977.0,1325,2652.0,0.769,4076,62,0.632,0.333,0.00019864,0.9998
713922183,2507.0,1259,1248.0,0.85,4461,73,0.921,0.502,7.057600000000001e-05,0.99993
716443608,7199.0,1235,5964.0,0.83,4050,78,0.8140000000000001,0.172,0.00012373,0.99988
827953683,3786.0,1171,2615.0,0.6970000000000001,5369,75,0.596,0.309,6.864e-05,0.99993
789678483,13384.0,0,13384.0,0.696,4773,77,0.674,0.0,0.00015800000000000002,0.99984
793630083,1726.0,1476,250.0,0.371,1804,34,0.259,0.855,0.99801,0.00198853
756306183,2873.0,2517,356.0,0.8029999999999999,4897,71,1.088,0.8759999999999999,8.453700000000001e-05,0.99992
736893108,1438.3,0,1438.3,0.613,4196,87,0.8909999999999999,0.0,0.00026028,0.99974
712900308,1751.0,0,1751.0,0.506,2078,37,0.423,0.0,0.99661,0.00338757
798045708,7434.0,0,7434.0,0.63,4182,76,1.171,0.0,3.429e-05,0.99997
715657833,1438.3,787,651.3,0.601,4956,89,0.745,0.547,0.00020516,0.99979
712111608,1438.3,0,1438.3,0.61,4919,72,0.7559999999999999,0.0,0.000109,0.99989
711792783,2032.0,1195,837.0,0.642,4479,80,0.667,0.588,6.282e-05,0.99994
716067333,6959.0,945,6014.0,0.816,4553,84,0.7140000000000001,0.136,0.0002596,0.99974
780660183,8203.0,0,8203.0,0.691,2613,46,0.84,0.0,0.99458,0.00542
720761208,4789.0,357,4432.0,0.7979999999999999,2496,41,0.64,0.075,0.99499,0.0050100000000000006
788794758,2979.0,0,2979.0,0.644,2061,38,0.462,0.0,0.99709,0.0029104
711150333,2391.0,0,2391.0,0.669,2857,40,0.6,0.0,0.99467,0.00533
714418158,7264.0,851,6413.0,0.8140000000000001,3527,69,0.816,0.117,0.00010043,0.9999
713634108,4348.0,1830,2518.0,1.036,4293,66,0.6920000000000001,0.421,0.00011811,0.99988
717231558,3002.0,1446,1556.0,0.815,4851,74,0.947,0.482,0.00011937,0.99988
711589758,4162.0,1641,2521.0,0.7190000000000001,3967,75,0.923,0.394,0.00011423,0.99989
787481208,2762.0,1793,969.0,0.901,5006,78,0.66,0.649,0.00011192,0.99989
715516458,2705.0,2430,275.0,0.698,2602,43,0.433,0.898,0.99395,0.00605
714998508,3742.0,1454,2288.0,0.894,5326,62,0.6759999999999999,0.389,4.4796e-05,0.99996
713328108,1671.0,1047,624.0,0.727,5189,79,0.795,0.627,0.00010387,0.9999
716229108,3282.0,2262,1020.0,0.653,4674,84,0.585,0.6890000000000001,0.00030519,0.99969
820925433,1529.0,710,819.0,0.657,4751,81,0.884,0.464,0.00021165,0.99979
816129258,2509.0,1897,612.0,0.938,4837,74,0.542,0.7559999999999999,0.00035594,0.99964
808903308,2471.0,0,2471.0,0.722,2519,35,0.522,0.0,0.99938,0.00061767
713809833,9749.0,859,8890.0,0.584,4684,86,0.623,0.08800000000000001,0.00018665,0.99981
713542008,1438.3,0,1438.3,0.584,4236,83,0.8440000000000001,0.0,0.00019311,0.99981
717385083,4916.0,1122,3794.0,0.659,4813,87,0.706,0.228,0.00019311,0.99981
708652908,2291.0,1419,872.0,0.725,4498,81,0.7609999999999999,0.619,9.0898e-05,0.99991
715644633,1528.0,820,708.0,0.908,5212,88,0.833,0.537,7.1226e-05,0.99993
708761733,8279.0,1582,6697.0,0.76,4419,63,0.6579999999999999,0.191,0.00011482,0.99989
714600258,5945.0,2015,3930.0,0.815,3645,70,1.0,0.339,0.00013393,0.99987
823566408,1438.3,0,1438.3,0.773,4625,93,0.938,0.0,7.1226e-05,0.99993
713373708,1857.0,0,1857.0,0.488,2464,57,0.8390000000000001,0.0,0.99711,0.00288892
708307533,3086.0,0,3086.0,0.8079999999999999,4129,81,0.884,0.0,0.00019683,0.9998
820085808,2598.0,1343,1255.0,0.637,4692,86,0.72,0.517,5.7151e-05,0.99994
716685033,5559.0,1600,3959.0,0.716,5344,82,0.8640000000000001,0.28800000000000003,5.0256e-05,0.99995
713063958,7562.0,1080,6482.0,0.561,5010,85,0.7,0.14300000000000002,8.6952e-05,0.99991
708371733,4662.0,0,4662.0,0.6609999999999999,4931,81,0.841,0.0,5.5559e-05,0.99994
780277458,2904.0,2517,387.0,0.586,4503,89,0.7120000000000001,0.867,0.00019143,0.99981
797232183,2676.0,1962,714.0,0.6679999999999999,5020,75,0.7859999999999999,0.733,3.8289e-05,0.99996
720789933,5798.0,680,5118.0,0.708,5027,82,0.64,0.117,3.4833000000000003e-05,0.99997
808281483,2665.0,2157,508.0,0.637,4249,76,1.235,0.809,0.00033251,0.99967
712968708,2343.0,1780,563.0,0.792,5167,78,0.773,0.76,9.8983e-05,0.9999
711263058,2763.0,1879,884.0,0.701,4660,80,0.778,0.68,5.6825e-05,0.99994
788813658,10503.0,0,10503.0,0.8859999999999999,4755,88,0.725,0.0,0.00016428,0.99984
721444758,2780.0,2216,564.0,0.826,4980,78,0.857,0.797,0.00029411,0.99971
711448983,2234.0,2024,210.0,0.7170000000000001,2313,37,0.321,0.906,0.99129,0.008709999999999999
712664658,1649.0,0,1649.0,0.6829999999999999,2549,54,0.588,0.0,0.99073,0.00927
714237033,5557.0,2246,3311.0,0.518,2299,39,0.444,0.404,0.99518,0.00481999
718370733,6074.0,0,6074.0,0.782,4504,90,0.765,0.0,0.00031104,0.99969
713726958,1728.0,0,1728.0,0.41,2191,38,0.35700000000000004,0.0,0.99418,0.0058200000000000005
794160408,3044.0,1973,1071.0,0.946,4747,73,1.028,0.648,3.4465e-05,0.99997
716009883,8482.0,585,7897.0,0.624,4245,74,0.897,0.069,0.00010182,0.9999
711873033,1438.3,0,1438.3,0.748,2549,56,0.75,0.0,0.99544,0.00455805
712715208,3770.0,0,3770.0,0.544,2387,51,0.5,0.0,0.99395,0.00605
778899708,2963.0,0,2963.0,0.902,2919,47,0.382,0.0,0.99527,0.00472896
771865908,11750.0,487,11263.0,0.772,2532,48,0.5479999999999999,0.041,0.9948,0.0052
716273133,1593.0,0,1593.0,0.61,4853,78,0.5920000000000001,0.0,0.00019864,0.9998
709927458,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,0.0003139,0.99969
715162608,2168.0,1323,845.0,0.687,2499,38,0.407,0.61,0.9948,0.0052
719862258,5666.0,1393,4273.0,0.84,5015,90,0.915,0.246,0.00031104,0.99969
788719533,13679.0,0,13679.0,0.908,4060,61,1.346,0.0,0.00023623,0.99976
715566408,2143.0,1479,664.0,0.708,4404,77,0.75,0.69,0.00017091,0.99983
717359208,4945.0,1779,3166.0,0.536,4037,72,0.7559999999999999,0.36,9.0501e-05,0.99991
721410858,1921.0,1334,587.0,0.6940000000000001,4512,90,0.765,0.6940000000000001,6.765e-05,0.99993
779420583,3001.0,2055,946.0,0.838,4662,70,0.628,0.685,9.7154e-05,0.9999
714222183,2132.0,1084,1048.0,0.767,4874,78,0.66,0.508,3.4465e-05,0.99997
709079883,1663.0,1012,651.0,0.8859999999999999,2729,38,0.52,0.609,0.99783,0.00217267
721406658,1732.0,0,1732.0,0.6829999999999999,2479,43,0.536,0.0,0.99651,0.003491300000000001
713782608,2652.0,2386,266.0,0.7659999999999999,5329,83,0.7290000000000001,0.9,0.00011377,0.99989
720236433,5037.0,1670,3367.0,0.787,4379,67,0.8109999999999999,0.332,0.00019519,0.9998
785106933,6519.0,2178,4341.0,0.7390000000000001,4505,71,0.732,0.334,0.00019751,0.9998
716673258,2347.0,1488,859.0,0.621,3977,83,0.8859999999999999,0.634,9.5577e-05,0.9999
708341958,2061.0,1904,157.0,0.7859999999999999,4480,86,0.87,0.924,0.0001747,0.99983
797150733,1643.0,0,1643.0,0.6,1754,39,0.56,0.0,0.99236,0.007640000000000002
718279983,5039.0,2489,2550.0,0.875,4770,74,0.947,0.494,0.00016415,0.99984
718548558,2915.0,2041,874.0,0.927,4272,70,0.75,0.7,0.00010566,0.99989
780360558,1507.0,0,1507.0,0.723,4698,87,0.851,0.0,0.00010684,0.99989
715012833,3073.0,2517,556.0,0.841,4858,77,0.974,0.8190000000000001,0.00027604,0.99972
772388508,8314.0,1349,6965.0,0.531,5028,80,0.7020000000000001,0.162,0.0003139,0.99969
788199858,2798.0,1049,1749.0,0.89,5758,87,0.706,0.375,0.00010943,0.99989
769578108,20929.0,1652,19277.0,0.523,4001,76,0.6890000000000001,0.079,0.00022068,0.99978
719843958,1754.0,894,860.0,0.691,4874,79,0.8370000000000001,0.51,0.00030251,0.9997
767197983,4209.0,0,4209.0,0.856,5938,83,0.6940000000000001,0.0,3.2288e-05,0.99997
711874833,2449.0,0,2449.0,0.706,5497,88,0.63,0.0,0.00018146,0.99982
714930333,4618.0,0,4618.0,0.7170000000000001,2476,49,0.75,0.0,0.99674,0.00326498
720989133,1654.0,1093,561.0,0.65,4596,82,0.8220000000000001,0.6609999999999999,5.3547e-05,0.99995
720893958,1544.0,999,545.0,0.7859999999999999,4215,53,1.12,0.647,0.0003262,0.99967
769709058,3618.0,972,2646.0,0.578,4228,63,0.465,0.269,6.6245e-05,0.99993
711005583,3437.0,1064,2373.0,0.851,5110,76,0.8540000000000001,0.31,0.00019311,0.99981
826548708,5965.0,622,5343.0,0.728,4637,91,0.655,0.104,0.00017987,0.99982
711093408,2644.0,1517,1127.0,0.721,4815,83,0.804,0.574,0.00015697,0.99984
712831908,3481.0,603,2878.0,0.6920000000000001,4556,81,0.473,0.173,6.2639e-05,0.99994
780222408,3272.0,2085,1187.0,0.417,4444,83,0.627,0.637,0.0001857,0.99981
714181008,3019.0,1462,1557.0,0.718,4509,71,0.732,0.484,9.7673e-05,0.9999
772346358,1801.0,0,1801.0,0.516,5047,79,0.7559999999999999,0.0,5.8763e-05,0.99994
717489033,1438.3,0,1438.3,0.7809999999999999,2641,40,0.6,0.0,0.99247,0.0075299999999999985
710969433,2909.0,1201,1708.0,0.7290000000000001,4230,68,0.659,0.413,0.00010985,0.99989
715807383,4688.0,0,4688.0,0.593,5248,89,0.745,0.0,0.00037329,0.99963
711807333,1438.3,0,1438.3,0.5870000000000001,3948,84,0.68,0.0,5.3547e-05,0.99995
816086508,1438.3,0,1438.3,0.677,4624,73,0.5870000000000001,0.0,0.00033251,0.99967
714424533,1655.0,0,1655.0,0.496,2156,37,0.194,0.0,0.99169,0.00831
779536233,1438.3,601,837.3,1.0,4669,83,0.7290000000000001,0.418,3.4833000000000003e-05,0.99997
710794983,4745.0,1157,3588.0,0.965,4705,78,0.902,0.244,3.3505e-05,0.99997
779890833,1438.3,0,1438.3,0.765,4866,65,0.625,0.0,3.2288e-05,0.99997
779837808,5182.0,2500,2682.0,0.8690000000000001,5012,85,0.809,0.482,0.00035539,0.99964
713748708,1438.3,0,1438.3,0.35,1757,44,0.467,0.0,0.99706,0.00294141
709123908,4287.0,0,4287.0,0.807,4874,82,0.708,0.0,0.00017987,0.99982
816476658,1812.0,1798,14.0,0.735,2921,44,0.6920000000000001,0.992,0.99752,0.00248146
743800833,2304.0,1144,1160.0,0.772,4505,85,1.179,0.4970000000000001,3.3508000000000005e-05,0.99997
806415183,13623.0,1432,12191.0,0.594,4534,83,0.8859999999999999,0.105,0.00037564,0.99962
794054058,2765.0,0,2765.0,0.465,4010,59,0.513,0.0,3.3214000000000004e-05,0.99997
771907158,3731.0,1903,1828.0,0.915,4667,88,0.725,0.51,0.00010512,0.99989
815789883,2485.0,861,1624.0,0.5660000000000001,4728,81,0.7609999999999999,0.34600000000000003,0.00018146,0.99982
712177908,2446.0,1763,683.0,0.598,4310,75,0.875,0.721,0.00011061,0.99989
711234783,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,0.99549,0.00451007
793379058,2214.0,1025,1189.0,0.5670000000000001,5084,82,0.745,0.463,7.1226e-05,0.99993
720480183,1811.0,787,1024.0,0.585,4882,80,1.162,0.435,7.8291e-05,0.99992
712974558,5254.0,0,5254.0,0.6509999999999999,4546,89,0.7120000000000001,0.0,0.00010546,0.99989
717409533,1821.0,1486,335.0,0.8270000000000001,2824,43,0.387,0.816,0.99558,0.00441892
712200033,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,0.00030842,0.99969
713563383,1930.0,952,978.0,0.67,3862,80,0.818,0.493,0.00034503,0.99965
802795608,1517.0,556,961.0,0.622,4981,82,0.8640000000000001,0.3670000000000001,0.00017486,0.99983
787452333,2024.0,0,2024.0,0.8009999999999999,2870,36,0.5,0.0,0.98429,0.01571
709520058,19138.0,0,19138.0,0.482,2028,43,0.303,0.0,0.99179,0.00821
819690933,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,0.00010182,0.9999
820694133,5549.0,0,5549.0,0.703,2412,38,0.52,0.0,0.98723,0.01277
711800658,2145.0,0,2145.0,0.5770000000000001,2465,42,0.355,0.0,0.99673,0.00326528
717722958,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29,0.00019191,0.99981
712279683,9114.0,0,9114.0,0.654,2740,52,0.625,0.0,0.99683,0.00317458
716606733,3043.0,2054,989.0,0.735,4833,85,0.667,0.675,0.00017969,0.99982
716060358,4621.0,913,3708.0,0.917,4952,82,0.745,0.198,0.00011382,0.99989
709158333,2758.0,461,2297.0,0.58,4244,96,0.778,0.16699999999999998,7.1987e-05,0.99993
721113333,1740.0,0,1740.0,0.8109999999999999,4751,93,0.86,0.0,0.00016428,0.99984
712620858,7744.0,1804,5940.0,0.942,4572,60,0.935,0.233,0.00017274,0.99983
712855683,3350.0,1335,2015.0,0.7809999999999999,4906,89,0.561,0.399,0.00013393,0.99987
715463133,34516.0,1427,33089.0,0.706,3699,64,0.488,0.041,9.2974e-05,0.99991
716551533,2874.0,2201,673.0,0.718,4779,86,0.792,0.7659999999999999,8.453e-05,0.99992
771220758,2896.0,2100,796.0,0.728,4614,83,0.6940000000000001,0.725,8.2704e-05,0.99992
709920258,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,9.6126e-05,0.9999
708959583,9389.0,727,8662.0,0.5329999999999999,3415,84,0.556,0.077,0.00011065,0.99989
712510833,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,0.00030519,0.99969
710840433,7452.0,1656,5796.0,0.6,3339,51,0.962,0.222,8.453700000000001e-05,0.99992
712853358,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,0.99452,0.00548
788502858,10021.0,1952,8069.0,0.6990000000000001,4431,68,0.581,0.195,6.9242e-05,0.99993
721139808,2344.0,1081,1263.0,0.619,3889,80,0.86,0.461,7.1226e-05,0.99993
711375558,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564,0.00011153,0.99989
713798958,1946.0,1430,516.0,0.564,4643,87,0.812,0.735,0.00012373,0.99988
709362033,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,0.99686,0.00314223
719860308,1438.3,0,1438.3,0.6629999999999999,2418,48,0.778,0.0,0.99671,0.00329379
714443058,1484.0,0,1484.0,0.2,1664,39,0.5,0.0,0.99701,0.00299329
716315508,3233.0,2517,716.0,0.0,1339,32,0.0,0.779,0.99855,0.00144667
717651333,1745.0,1168,577.0,0.701,4562,67,0.634,0.669,0.00010848,0.99989
798489258,3709.0,1197,2512.0,0.8240000000000001,5557,82,1.0,0.32299999999999995,0.00010469,0.9999
710742408,2160.0,2057,103.0,0.858,4518,93,0.7879999999999999,0.952,9.0064e-05,0.99991
812089383,1438.3,892,546.3,0.79,4426,88,0.66,0.62,0.00021724,0.99978
711968358,2638.0,1423,1215.0,0.551,4153,77,0.925,0.539,7.1987e-05,0.99993
794227308,10214.0,1433,8781.0,0.64,4493,79,0.8809999999999999,0.14,9.0064e-05,0.99991
719845908,3240.0,0,3240.0,0.812,4803,83,0.804,0.0,9.8837e-05,0.9999
716851908,2038.0,1099,939.0,0.809,4784,70,0.75,0.539,0.00034328,0.99966
720599658,1438.3,0,1438.3,0.57,5104,75,0.63,0.0,7.0819e-05,0.99993
720401658,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,0.99892,0.0010775
827442858,8111.0,2051,6060.0,0.999,3719,69,0.643,0.253,0.00010943,0.99989
779034708,10730.0,970,9760.0,0.645,4939,71,0.972,0.09,0.0001347,0.99987
718806783,2872.0,357,2515.0,0.8690000000000001,2629,41,0.64,0.124,0.99143,0.00857
714484008,1567.0,0,1567.0,0.424,2138,41,0.5770000000000001,0.0,0.99487,0.00513
719176308,7278.0,0,7278.0,0.618,2120,43,0.593,0.0,0.99452,0.00548
769662033,1438.3,0,1438.3,0.7290000000000001,5025,85,0.735,0.0,0.00018612,0.99981
721020858,3190.0,1959,1231.0,0.622,4220,66,0.61,0.614,0.00010387,0.9999
714630858,1470.0,458,1012.0,0.5429999999999999,2383,39,0.444,0.312,0.99427,0.00573
710838108,3081.0,2517,564.0,0.5720000000000001,4317,72,0.7140000000000001,0.8170000000000001,0.0001311,0.99987
712662783,3793.0,2517,1276.0,0.512,2577,57,0.629,0.664,0.99896,0.00103551
713160258,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67,0.00019143,0.99981
778163508,5245.0,1044,4201.0,0.6729999999999999,4938,70,0.892,0.199,5.3542e-05,0.99995
713785608,2960.0,0,2960.0,0.962,4918,63,0.75,0.0,0.00026001,0.99974
779905008,1779.0,0,1779.0,0.856,2660,41,0.32299999999999995,0.0,0.9863,0.0137
789491058,1620.0,0,1620.0,0.73,4570,82,0.952,0.0,0.00011377,0.99989
793736958,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073,6.9242e-05,0.99993
720961383,2952.0,0,2952.0,0.82,2907,60,0.875,0.0,0.99819,0.00181217
714202008,3918.0,2517,1401.0,0.47,2115,42,0.448,0.642,0.99431,0.00569
721479108,12764.0,0,12764.0,0.71,3332,64,0.882,0.0,8.9404e-05,0.99991
715549158,1438.3,0,1438.3,0.7340000000000001,4769,84,0.826,0.0,3.941e-05,0.99996
710308983,3287.0,2517,770.0,0.586,4148,83,0.66,0.7659999999999999,9.6126e-05,0.9999
710981583,3891.0,1015,2876.0,0.755,5131,86,0.72,0.261,6.250199999999999e-05,0.99994
712704933,4048.0,0,4048.0,0.601,2227,41,0.464,0.0,0.99677,0.00323086
716165508,3559.0,0,3559.0,0.585,4498,94,0.649,0.0,3.415e-05,0.99997
